Date,Venue,League,Winner,Scorer,Team,Real_Madrid_Own_Goal,Barcelona_Own_Goal
23-04-2017,Santiago Bernabeu Stadium,La Liga,Barcelona,Messi,Barcelona,,
23-04-2017,Santiago Bernabeu Stadium,La Liga,Barcelona,Messi,Barcelona,,
23-04-2017,Santiago Bernabeu Stadium,La Liga,Barcelona,Rakitic,Barcelona,,
23-04-2017,Santiago Bernabeu Stadium,La Liga,Barcelona,Casemiro,Real Madrid,,
23-04-2017,Santiago Bernabeu Stadium,La Liga,Barcelona,Rodriguez,Real Madrid,,
13-08-2017,Camp Nou,Supercopa,Real Madrid,Messi,Barcelona,,
13-08-2017,Camp Nou,Supercopa,Real Madrid,C.Ronaldo,Real Madrid,,
13-08-2017,Camp Nou,Supercopa,Real Madrid,Asensio,Real Madrid,,
13-08-2017,Camp Nou,Supercopa,Real Madrid,,Barcelona,,Pique
16-08-2017,Santiago Bernabeu Stadium,Supercopa,Real Madrid,Asensio,Real Madrid,,
16-08-2017,Santiago Bernabeu Stadium,Supercopa,Real Madrid,Benzema,Real Madrid,,
23-12-2017,Santiago Bernabeu Stadium,La Liga,Barcelona,L.A.Suarez,Barcelona,,
23-12-2017,Santiago Bernabeu Stadium,La Liga,Barcelona,Messi,Barcelona,,
23-12-2017,Santiago Bernabeu Stadium,La Liga,Barcelona,Vidal,Barcelona,,
06-05-2018,Camp Nou,La Liga,Draw,L.A.Suarez,Barcelona,,
06-05-2018,Camp Nou,La Liga,Draw,Messi,Barcelona,,
06-05-2018,Camp Nou,La Liga,Draw,C.Ronaldo,Real Madrid,,
06-05-2018,Camp Nou,La Liga,Draw,Bale,Real Madrid,,
28-10-2018,Camp Nou,La Liga,Barcelona,Coutinho,Barcelona,,
28-10-2018,Camp Nou,La Liga,Barcelona,L.A.Suarez,Barcelona,,
28-10-2018,Camp Nou,La Liga,Barcelona,L.A.Suarez,Barcelona,,
28-10-2018,Camp Nou,La Liga,Barcelona,L.A.Suarez,Barcelona,,
28-10-2018,Camp Nou,La Liga,Barcelona,Vidal,Barcelona,,
28-10-2018,Camp Nou,La Liga,Barcelona,Marcelo,Real Madrid,,
06-02-2019,Camp Nou,Copa Del Rey,Draw,Malcom,Barcelona,,
06-02-2019,Camp Nou,Copa Del Rey,Draw,Vazquez,Real Madrid,,
27-02-2019,Santiago Bernabeu Stadium,Copa Del Rey,Barcelona,L.A.Suarez,Barcelona,,
27-02-2019,Santiago Bernabeu Stadium,Copa Del Rey,Barcelona,L.A.Suarez,Barcelona,,
27-02-2019,Santiago Bernabeu Stadium,Copa Del Rey,Barcelona,,Real Madrid,Varane,
02-03-2019,Santiago Bernabeu Stadium,La Liga,Barcelona,Rakitic,Barcelona,,
18-12-2019,Camp Nou,La Liga,Draw,No Goals,NA,,
01-03-2020,Santiago Bernabeu Stadium,La Liga,Real Madrid,Vinicius,Real Madrid,,
01-03-2020,Santiago Bernabeu Stadium,La Liga,Real Madrid,Diaz,Real Madrid,,
24-10-2020,Camp Nou,La Liga,Real Madrid,Fati,Barcelona,,
24-10-2020,Camp Nou,La Liga,Real Madrid,Valverde,Real Madrid,,
24-10-2020,Camp Nou,La Liga,Real Madrid,Ramos,Real Madrid,,
24-10-2020,Camp Nou,La Liga,Real Madrid,Modric,Real Madrid,,
10-04-2021,Santiago Bernabeu Stadium,La Liga,Real Madrid,Mingueza,Barcelona,,
10-04-2021,Santiago Bernabeu Stadium,La Liga,Real Madrid,Benzema,Real Madrid,,
10-04-2021,Santiago Bernabeu Stadium,La Liga,Real Madrid,Kroos,Real Madrid,,
24-10-2021,Camp Nou,La Liga,Real Madrid,Aguero,Barcelona,,
24-10-2021,Camp Nou,La Liga,Real Madrid,Alaba,Real Madrid,,
24-10-2021,Camp Nou,La Liga,Real Madrid,Vazquez,Real Madrid,,
12-01-2022,King Fahd Stadium,Supercopa,Real Madrid,Jong,Barcelona,,
12-01-2022,King Fahd Stadium,Supercopa,Real Madrid,Fati,Barcelona,,
12-01-2022,King Fahd Stadium,Supercopa,Real Madrid,Vinicius,Real Madrid,,
12-01-2022,King Fahd Stadium,Supercopa,Real Madrid,Benzema,Real Madrid,,
12-01-2022,King Fahd Stadium,Supercopa,Real Madrid,Valverde,Real Madrid,,
20-03-2022,Santiago Bernabeu Stadium,La Liga,Barcelona,Aubameyang,Barcelona,,
20-03-2022,Santiago Bernabeu Stadium,La Liga,Barcelona,Aubameyang,Barcelona,,
20-03-2022,Santiago Bernabeu Stadium,La Liga,Barcelona,Araujo,Barcelona,,
20-03-2022,Santiago Bernabeu Stadium,La Liga,Barcelona,Torres,Barcelona,,
16-10-2022,Santiago Bernabeu Stadium,La Liga,Real Madrid,Torres,Barcelona,,
16-10-2022,Santiago Bernabeu Stadium,La Liga,Real Madrid,Benzema,Real Madrid,,
16-10-2022,Santiago Bernabeu Stadium,La Liga,Real Madrid,Valverde,Real Madrid,,
16-10-2022,Santiago Bernabeu Stadium,La Liga,Real Madrid,Rodrygo,Real Madrid,,
15-01-2023,King Fahd Stadium,Supercopa,Barcelona,Gavi,Barcelona,,
15-01-2023,King Fahd Stadium,Supercopa,Barcelona,Lewandowski,Barcelona,,
15-01-2023,King Fahd Stadium,Supercopa,Barcelona,Pedri,Barcelona,,
15-01-2023,King Fahd Stadium,Supercopa,Barcelona,Benzema,Real Madrid,,
02-03-2023,Santiago Bernabeu Stadium,Copa Del Rey,Barcelona,,Real Madrid,Militao,
19-03-2023,Camp Nou,La Liga,Barcelona,Roberto,Barcelona,,
19-03-2023,Camp Nou,La Liga,Barcelona,Kessie,Barcelona,,
19-03-2023,Camp Nou,La Liga,Barcelona,,Barcelona,,Araujo
05-04-2023,Camp Nou,Copa Del Rey,Real Madrid,Vinicius,Real Madrid,,
05-04-2023,Camp Nou,Copa Del Rey,Real Madrid,Benzema,Real Madrid,,
05-04-2023,Camp Nou,Copa Del Rey,Real Madrid,Benzema,Real Madrid,,
05-04-2023,Camp Nou,Copa Del Rey,Real Madrid,Benzema,Real Madrid,,
28-10-2023,Camp Nou,La Liga,Real Madrid,Gundogan,Barcelona,,
28-10-2023,Camp Nou,La Liga,Real Madrid,Bellingham,Real Madrid,,
28-10-2023,Camp Nou,La Liga,Real Madrid,Bellingham,Real Madrid,,
14-01-2024,Al -Awwal Park,Supercopa,Real Madrid,Lewandowski,Barcelona,,
14-01-2024,Al -Awwal Park,Supercopa,Real Madrid,Vinicius,Real Madrid,,
14-01-2024,Al -Awwal Park,Supercopa,Real Madrid,Vinicius,Real Madrid,,
14-01-2024,Al -Awwal Park,Supercopa,Real Madrid,Vinicius,Real Madrid,,
14-01-2024,Al -Awwal Park,Supercopa,Real Madrid,Rodrygo,Real Madrid,,
21-04-2024,Santiago Bernabeu Stadium,La Liga,Real Madrid,Christensen,Barcelona,,
21-04-2024,Santiago Bernabeu Stadium,La Liga,Real Madrid,Fermin Lopez,Barcelona,,
21-04-2024,Santiago Bernabeu Stadium,La Liga,Real Madrid,Vinicius,Real Madrid,,
21-04-2024,Santiago Bernabeu Stadium,La Liga,Real Madrid,Vazquez,Real Madrid,,
21-04-2024,Santiago Bernabeu Stadium,La Liga,Real Madrid,Bellingham,Real Madrid,,
26-10-2024,Santiago Bernabeu Stadium,La Liga,Barcelona,Lewandowski,Barcelona,,
26-10-2024,Santiago Bernabeu Stadium,La Liga,Barcelona,Lewandowski,Barcelona,,
26-10-2024,Santiago Bernabeu Stadium,La Liga,Barcelona,Yamal,Barcelona,,
26-10-2024,Santiago Bernabeu Stadium,La Liga,Barcelona,Raphinha,Barcelona,,
12-01-2025,King Abdullah Sport City,Supercopa,Barcelona,Yamal,Barcelona,,
12-01-2025,King Abdullah Sport City,Supercopa,Barcelona,Raphinha,Barcelona,,
12-01-2025,King Abdullah Sport City,Supercopa,Barcelona,Raphinha,Barcelona,,
12-01-2025,King Abdullah Sport City,Supercopa,Barcelona,Balde,Barcelona,,
12-01-2025,King Abdullah Sport City,Supercopa,Barcelona,Lewandowski,Barcelona,,
12-01-2025,King Abdullah Sport City,Supercopa,Barcelona,Mbappe,Real Madrid,,
12-01-2025,King Abdullah Sport City,Supercopa,Barcelona,Rodrygo,Real Madrid,,
